OTU_id	S1	S2	S3	S4	S5	S6	S7	lca_superkingdom	lca_phylum	lca_class	lca_order	lca_family	lca_genus	diamond_best_hit	diamond_pident	diamond_e-value
Otu4770	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	62.5	1.40E-10
Otu4771	1	0	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|950275798|ref|WP_057311336.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_sp._Soil766]	67.5	1.40E-12
Otu4772	3	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|504247862|ref|WP_014434964.1|_methyltransferase_[Caldilinea_aerophila]	62.5	7.90E-11
Otu4773	4	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851314766|ref|WP_048177906.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._MTP4]	65	1.80E-10
Otu4774	10	1	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	80	2.40E-15
Otu4775	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|917663895|ref|WP_052218422.1|_arsenite_S-adenosylmethyltransferase_[Thermincola_ferriacetica]	70	1.80E-10
Otu4776	2	0	1	0	0	0	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA	gi|851359698|ref|WP_048196287.1|_hypothetical_protein_[Methanococcoides_methylutens]	70	1.40E-12
Otu4777	1	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851303491|ref|WP_048166801.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_thermophila]	69.2	2.10E-11
Otu4778	3	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	85	1.20E-14
Otu4779	3	2	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	59	1.10E-09
Otu478	24	7	7	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|505406470|ref|WP_015593572.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_sp._1NLA3E]	76.9	2.50E-12
Otu4780	3	0	3	0	0	0	0	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	gi|500005407|ref|WP_011686125.1|_arsenite_S-adenosylmethyltransferase_[Candidatus_Solibacter_usitatus]	62.5	4.30E-09
Otu4781	1	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|751570639|ref|WP_041039517.1|_arsenite_S-adenosylmethyltransferase_[Magnetospirillum_magnetotacticum]	71.8	1.90E-12
Otu4782	6	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|652774602|ref|WP_027084613.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_panacarvi]	70	1.60E-11
Otu4783	3	0	0	0	0	0	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	gi|851243939|ref|WP_048127451.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_lacustris]	87.5	1.30E-16
Otu4784	0	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|516744948|ref|WP_018078770.1|_arsenite_S-adenosylmethyltransferase_[Thiobacillus_denitrificans]	82.5	1.50E-14
Otu4785	25	6	4	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|503538702|ref|WP_013772778.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_fimi]	56.4	3.70E-08
Otu4786	0	3	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	85	1.80E-15
Otu4787	1	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	85	9.00E-15
Otu4788	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|970572570|ref|WP_058829793.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_polymyxa]	79.5	1.30E-13
Otu4789	2	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	87.5	6.30E-16
Otu479	37	8	7	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|522208193|ref|WP_020715660.1|_hypothetical_protein_[Acidobacteriaceae__KBS_89]	90	2.20E-16
Otu4790	2	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	64.1	3.90E-10
Otu4791	3	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	75	7.70E-14
Otu4792	6	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|640258314|ref|WP_024840951.1|_arsenite_S-adenosylmethyltransferase_[Cellulosimicrobium_cellulans]	64.1	5.10E-10
Otu4793	4	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	77.5	1.00E-13
Otu4794	2	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	77.5	4.50E-14
Otu4795	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|656252403|ref|WP_029198871.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_alginolyticus]	53.8	1.10E-09
Otu4796	1	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|492833602|ref|WP_005987556.1|_methylase_involved_in_ubiquinone/menaquinone_biosynthesis_[Desulfovibrio_africanus]	67.5	1.60E-11
Otu4797	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|517104866|ref|WP_018293684.1|_arsenite_S-adenosylmethyltransferase_[Mariprofundus_ferrooxydans]	73.7	5.00E-13
Otu4798	40	26	38	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|947144867|ref|WP_055917960.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_sp._Root485]	75	7.20E-12
Otu4799	5	3	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	76.7	1.20E-15
Otu48	280	52	18	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	64.1	5.10E-10
Otu480	112	104	47	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	84.6	6.90E-15
Otu4800	2	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|517104866|ref|WP_018293684.1|_arsenite_S-adenosylmethyltransferase_[Mariprofundus_ferrooxydans]	77.5	5.90E-14
Otu4801	2	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|929006514|ref|WP_054030453.1|_arsenite_S-adenosylmethyltransferase_[Desulfatitalea_tepidiphila]	82.5	2.00E-14
Otu4802	3	0	0	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	79.1	9.00E-16
Otu4803	3	2	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|970450100|ref|WP_058730794.1|_arsenite_S-adenosylmethyltransferase_[Kocuria_kristinae]	80	2.60E-14
Otu4804	0	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|918740360|ref|WP_052593776.1|_arsenite_S-adenosylmethyltransferase_[Aureispira_sp._CCB-QB1]	72.5	3.60E-11
Otu4805	2	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Otu4806	6	10	22	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|740894600|ref|WP_038679848.1|_arsenite_S-adenosylmethyltransferase_[Pimelobacter_simplex]	82.5	5.90E-14
Otu4807	3	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	75	2.90E-13
Otu4808	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|502959247|ref|WP_013194223.1|_arsenite_S-adenosylmethyltransferase_[Methanohalobium_evestigatum]	67.5	9.40E-12
Otu4809	7	2	0	0	0	0	0	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	gi|502709003|ref|WP_012944176.1|_methyltransferase_type_11_[Haloterrigena_turkmenica]	59.1	4.80E-09
Otu481	85	71	72	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651260950|ref|WP_026394292.1|_arsenite_S-adenosylmethyltransferase_[Acetobacterium_dehalogenans]	75	7.70E-14
Otu4810	3	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|647588911|ref|WP_025865983.1|_arsenite_S-adenosylmethyltransferase_[Prolixibacter_bellariivorans]	62.5	6.70E-10
Otu4811	1	0	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|652388993|ref|WP_026784876.1|_arsenite_S-adenosylmethyltransferase_[Pleomorphomonas_koreensis]	85	2.00E-14
Otu4812	3	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	80	7.70E-14
Otu4813	0	0	0	0	1	5	1	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|550904755|ref|WP_022657942.1|_arsenite_S-adenosylmethyltransferase_[Desulfovibrio_desulfuricans]	81.8	1.80E-16
Otu4814	0	4	0	0	0	0	0	Archaea	NA	NA	NA	NA	NA	gi|494814489|ref|WP_007549897.1|_protein-L-isoaspartate_O-methyltransferase_[Candidatus_Nitrosoarchaeum_koreensis]	63.4	2.40E-10
Otu4815	1	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|522208193|ref|WP_020715660.1|_hypothetical_protein_[Acidobacteriaceae__KBS_89]	85	5.30E-15
Otu4816	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|671595765|ref|WP_031570350.1|_arsenite_S-adenosylmethyltransferase_[Acidithiobacillus_thiooxidans]	75	3.20E-12
Otu4817	1	4	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	74.4	5.50E-12
Otu4818	0	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|517104866|ref|WP_018293684.1|_arsenite_S-adenosylmethyltransferase_[Mariprofundus_ferrooxydans]	71.8	3.20E-12
Otu4819	2	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	87.5	2.40E-15
Otu482	150	58	31	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	75	5.00E-13
Otu4820	5	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|503095917|ref|WP_013330730.1|_arsenite_S-adenosylmethyltransferase_[Methanolacinia_petrolearia]	59	3.60E-11
Otu4821	4	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|505406470|ref|WP_015593572.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_sp._1NLA3E]	74.4	1.20E-11
Otu4822	4	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|500347872|ref|WP_011928520.1|_arsenite_S-adenosylmethyltransferase_[Pelotomaculum_thermopropionicum]	77.5	3.80E-13
Otu4823	2	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	72.5	2.50E-12
Otu4824	24	17	14	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|653107897|ref|WP_027357709.1|_arsenite_S-adenosylmethyltransferase_[Desulforegula_conservatrix]	76.9	3.80E-13
Otu4825	3	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	90	4.80E-16
Otu4826	15	21	12	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	80	4.50E-14
Otu4827	2	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|751570639|ref|WP_041039517.1|_arsenite_S-adenosylmethyltransferase_[Magnetospirillum_magnetotacticum]	73.7	1.90E-12
Otu4828	1	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|502635989|ref|WP_012872514.1|_arsenite_S-adenosylmethyltransferase_[Sphaerobacter_thermophilus]	82.5	9.00E-15
Otu4829	4	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|950277882|ref|WP_057313240.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_sp._Soil766]	64.1	7.90E-11
Otu483	5	35	23	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|502959247|ref|WP_013194223.1|_arsenite_S-adenosylmethyltransferase_[Methanohalobium_evestigatum]	71.8	7.20E-12
Otu4830	3	3	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	85	1.50E-14
Otu4831	4	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	80	1.30E-13
Otu4832	5	2	2	0	0	0	0	NA	NA	NA	NA	NA	NA	"gi|760135648|ref|WP_043817016.1|_arsenite_S-adenosylmethyltransferase,_partial_[Rubrivivax_gelatinosus]"	87.2	2.00E-14
Otu4833	1	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|545383014|ref|WP_021624035.1|_arsenite_S-adenosylmethyltransferase_[Aneurinibacillus_aneurinilyticus]	74.4	3.20E-12
Otu4834	2	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|750586078|ref|WP_040867947.1|_arsenite_S-adenosylmethyltransferase_[delta_proteobacterium_MLMS-1]	82.5	3.40E-14
Otu4835	7	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	85	3.10E-15
Otu4836	3	1	0	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	75	3.40E-15
Otu4837	2	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|495255548|ref|WP_007980303.1|_arsenite_S-adenosylmethyltransferase_[Haladaptatus_paucihalophilus]	61.5	8.80E-10
Otu4838	0	5	2	0	0	0	0	Bacteria	Firmicutes	NA	NA	NA	NA	gi|504080989|ref|WP_014314983.1|_arsenite_S-adenosylmethyltransferase_[Clostridium_sp._BNL1100]	85	1.20E-14
Otu4839	2	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	75	6.50E-13
Otu484	38	14	24	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|929006514|ref|WP_054030453.1|_arsenite_S-adenosylmethyltransferase_[Desulfatitalea_tepidiphila]	71.8	1.20E-11
Otu4840	0	4	1	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	gi|917483901|ref|WP_052090318.1|_arsenite_S-adenosylmethyltransferase_[Desulfosporosinus_sp._HMP52]	85	1.60E-16
Otu4841	1	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|750673218|ref|WP_040949007.1|_arsenite_S-adenosylmethyltransferase_[Gorillibacterium_massiliense]	66.7	1.00E-10
Otu4842	6	6	1	0	0	0	0	Archaea	NA	NA	NA	NA	NA	gi|494814489|ref|WP_007549897.1|_protein-L-isoaspartate_O-methyltransferase_[Candidatus_Nitrosoarchaeum_koreensis]	61	9.00E-10
Otu4843	8	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|771615476|ref|WP_045226361.1|_methyltransferase_type_11_[Methylococcaceae__73a]	72.9	2.00E-16
Otu4844	8	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499760130|ref|WP_011440864.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	90	1.10E-15
Otu4845	12	7	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	85.4	2.80E-16
Otu4846	1	2	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	90	8.20E-16
Otu4847	2	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	77.5	2.20E-13
Otu4848	44	3	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|820748555|ref|WP_046737449.1|_arsenite_S-adenosylmethyltransferase_[Dehalogenimonas_sp._WBC-2]	55	1.10E-09
Otu4849	3	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|517104866|ref|WP_018293684.1|_arsenite_S-adenosylmethyltransferase_[Mariprofundus_ferrooxydans]	75	1.70E-13
Otu485	7	16	8	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|657673216|ref|WP_029475981.1|_arsenite_S-adenosylmethyltransferase_[Dehalococcoidia__SCGC_AB-539-J10]	65	2.30E-10
Otu4850	1	3	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|505225303|ref|WP_015412405.1|_MULTISPECIES:_tRNA_(adenine57/58-N1)-methyltransferase_[Methanosarcina]	71.8	7.20E-12
Otu4851	2	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|501776603|ref|WP_012636839.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sulfidiphilus]	78.9	3.20E-12
Otu4852	0	4	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|496386990|ref|WP_009095980.1|_methyltransferase_type_11_[Rhodopirellula_sp._SWK7]	52.5	1.60E-18
Otu4853	1	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Otu4854	2	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	87.5	1.40E-15
Otu4855	3	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|972433444|ref|WP_059042789.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_sp._MT18]	55	3.90E-10
Otu4856	2	4	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	gi|738700477|ref|WP_036599327.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_sophorae]	56.8	8.10E-09
Otu4857	30	59	54	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|505140033|ref|WP_015327135.1|_methylase_involved_in_ubiquinone/menaquinone_biosynthesis_[Halobacteroides_halobius]	74.4	3.80E-13
Otu4858	47	18	14	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	77.5	3.40E-14
Otu4859	56	20	12	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|947144867|ref|WP_055917960.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_sp._Root485]	75	7.20E-12
Otu486	109	42	36	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851314766|ref|WP_048177906.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._MTP4]	57.5	2.20E-08
Otu4860	5	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851320234|ref|WP_048183374.1|_arsenite_S-adenosylmethyltransferase_[Methanoculleus_sp._S3Fa]	55	9.70E-09
Otu4861	2	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|640258314|ref|WP_024840951.1|_arsenite_S-adenosylmethyltransferase_[Cellulosimicrobium_cellulans]	57.5	4.90E-08
Otu4862	4	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|522208193|ref|WP_020715660.1|_hypothetical_protein_[Acidobacteriaceae__KBS_89]	67.5	1.20E-11
Otu4863	12	22	12	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	82.1	1.70E-13
Otu4864	4	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|502959247|ref|WP_013194223.1|_arsenite_S-adenosylmethyltransferase_[Methanohalobium_evestigatum]	65	4.60E-11
Otu4865	1	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|568207741|ref|WP_024082105.1|_arsenite_methyltransferase_[Magnetospirillum_gryphiswaldense]	75	5.90E-14
Otu4866	0	0	0	3	3	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	gi|917667609|ref|WP_052221446.1|_arsenite_S-adenosylmethyltransferase_[Clostridium_homopropionicum]	92.5	1.30E-16
Otu4867	1	5	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|806837003|ref|WP_046185264.1|_arsenite_S-adenosylmethyltransferase_[Mycobacterium_nebraskense]	72.5	5.50E-12
Otu4868	4	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|648606717|ref|WP_026298468.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_laeviribosi]	77.5	5.00E-13
Otu4869	1	3	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	gi|502883608|ref|WP_013118584.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_flavigena]	65	3.90E-10
Otu487	1	5	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|522208193|ref|WP_020715660.1|_hypothetical_protein_[Acidobacteriaceae__KBS_89]	85	1.80E-15
Otu4870	3	2	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	87.5	2.40E-15
Otu4871	2	3	5	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	82.5	2.40E-15
Otu4872	5	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|740690069|ref|WP_038475358.1|_arsenite_S-adenosylmethyltransferase_[Fimbriimonas_ginsengisoli]	72.5	2.90E-13
Otu4873	1	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|516744948|ref|WP_018078770.1|_arsenite_S-adenosylmethyltransferase_[Thiobacillus_denitrificans]	85	5.30E-15
Otu4874	4	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|909663012|ref|WP_049906366.1|_arsenite_S-adenosylmethyltransferase_[Halorubrum_aidingense]	65	1.40E-10
Otu4875	6	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|516744948|ref|WP_018078770.1|_arsenite_S-adenosylmethyltransferase_[Thiobacillus_denitrificans]	77.5	2.20E-13
Otu4876	5	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499343073|ref|WP_011032612.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_mazei]	60	1.60E-11
Otu4877	4	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|937366265|ref|WP_054585478.1|_arsenite_S-adenosylmethyltransferase_[Mycobacterium_chimaera]	46.5	6.50E-06
Otu4878	2	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|820748555|ref|WP_046737449.1|_arsenite_S-adenosylmethyltransferase_[Dehalogenimonas_sp._WBC-2]	62.5	3.00E-10
Otu4879	4	0	0	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	68.2	2.00E-15
Otu488	11	11	12	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|656252403|ref|WP_029198871.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_alginolyticus]	70	1.90E-12
Otu4880	3	3	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	90	2.80E-16
Otu4881	4	0	0	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	79.5	1.10E-16
Otu4882	2	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851276666|ref|WP_048144509.1|_arsenite_S-adenosylmethyltransferase_[Methanosaeta_harundinacea]	70	2.30E-10
Otu4883	2	3	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|750524168|ref|WP_040806037.1|_arsenite_S-adenosylmethyltransferase_[Nocardia_concava]	77.5	2.60E-14
Otu4884	2	1	1	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	gi|917663895|ref|WP_052218422.1|_arsenite_S-adenosylmethyltransferase_[Thermincola_ferriacetica]	62.5	3.30E-09
Otu4885	2	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	76.9	1.90E-12
Otu4886	0	2	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Otu4887	2	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|909663012|ref|WP_049906366.1|_arsenite_S-adenosylmethyltransferase_[Halorubrum_aidingense]	72.5	4.20E-12
Otu4888	2	1	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|501069758|ref|WP_012120819.1|_type_11_methyltransferase_[Roseiflexus_castenholzii]	80	1.30E-13
